x,y
0.0,13.38905609893065
0.005025125628140704,10.50129278397274
0.010050251256281407,14.615234297520736
0.01507537688442211,11.730906535209694
0.020100502512562814,13.848335786018565
0.02512562814070352,16.967548738244954
0.03015075376884422,10.088572485570584
0.035175879396984924,14.211434533218922
0.04020100502512563,15.336162804206337
0.04522613065326633,12.462785645688168
0.05025125628140704,11.591331835401261
0.05527638190954774,15.721830588204282
0.06030150753768844,15.854311562717438
0.06532663316582915,10.988804868063038
0.07035175879396985,14.125341070708402
0.07537688442211056,13.263951201412777
0.08040201005025126,10.40466676227971
0.08542713567839195,16.547519733916577
0.09045226130653267,14.69254258270288
0.09547738693467336,10.83976826816889
0.10050251256281408,13.989230250486415
0.10552763819095477,10.140962498073357
0.11055276381909548,19.294999495313718
0.11557788944723618,15.451376250394956
0.12060301507537688,18.61012830326429
0.12562814070351758,10.771291733705963
0.1306532663316583,19.9349031695411
0.135678391959799,13.100999794952173
0.1407035175879397,17.26961935893392
0.1457286432160804,14.440800183872568
0.15075376884422112,19.614581174255434
0.15577889447236182,13.79100182551282
0.16080402010050251,15.97010223299413
0.1658291457286432,14.151923101080461
0.1708542713567839,18.336505752435485
0.17587939698492464,16.523892137396942
0.18090452261306533,20.714124843510724
0.18592964824120603,18.907247105209805
0.19095477386934673,14.103302813640209
0.19597989949748745,16.302336526636175
0.20100502512562815,21.504393478846886
0.20603015075376885,14.70951959201703
0.21105527638190955,22.91776148542344
0.21608040201005024,22.12916648647039
0.22110552763819097,23.343782641445674
0.22613065326633167,18.56165872644023
0.23115577889447236,15.782844258433466
0.23618090452261306,18.007389506547106
0.24120603015075376,21.235345503469915
0.24623115577889448,22.46676405705592
0.25125628140703515,17.701697762098874
0.2562814070351759,15.940200012285581
0.2613065326633166,19.18232501233068
0.2663316582914573,17.428127790295846
0.271356783919598,23.677664210096125
0.2763819095477387,19.930990984196168
0.2814070351758794,18.1881656864993
0.2864321608040201,22.449246765432505
0.2914572864321608,22.714293557230036
0.2964824120603015,26.983366299418808
0.30150753768844224,21.256526144508687
